Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,StoneArea,TotalSF,BuiltEqualRemod,Pool,TotalBath,TotalRoomsAboveGrade,TotalPorchSF,TotalOverallGrade,ConditionsScore,LotDepth,AreaLivRatio,GLQBsmtArea
1168,60,RL,58.0,10852,Pave,None,2,Lvl,Inside,2,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,6,786.0,1,0.0,173.0,959.0,GasA,4,Y,SBrkr,959,712,0,1671,1.0,0.0,2,1,3,1,2,7,Typ,1,3,Attchd,2000.0,3,2.0,472.0,3,3,2,0,38,0,0,0,0,None,None,None,0,2,2006,WD,Normal,0.0,2630.0,1,0,3.5,9.5,38,11,1,187.10344827586206,7.583508036338225,0.0
1169,70,RL,120.0,13728,Pave,None,3,Lvl,Corner,2,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,None,0.0,2,2,CBlock,3,3,1,3,626.0,1,0.0,501.0,1127.0,GasA,4,Y,SBrkr,1236,872,0,2108,0.0,0.0,2,0,4,1,3,7,Typ,2,3,Basment,1935.0,1,2.0,540.0,3,3,2,0,0,0,0,90,0,None,None,None,0,7,2008,WD,Normal,0.0,3235.0,0,0,2.0,9.0,90,13,3,114.4,7.72972972972973,0.0
1170,60,RL,118.0,35760,Pave,None,2,Lvl,CulDSac,2,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,3,3,PConc,5,3,4,6,1387.0,1,0.0,543.0,1930.0,GasA,4,Y,SBrkr,1831,1796,0,3627,1.0,0.0,3,1,4,1,3,10,Typ,1,3,Attchd,1995.0,3,3.0,807.0,3,3,2,361,76,0,0,0,0,None,None,None,0,7,2006,WD,Normal,0.0,5557.0,0,0,4.5,13.5,437,15,3,303.0508474576271,13.555724033358604,0.0
1171,80,RL,76.0,9880,Pave,None,3,Lvl,Inside,2,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,3,3,5,522.0,1,0.0,574.0,1096.0,GasA,2,Y,SBrkr,1118,0,0,1118,1.0,0.0,1,0,3,1,2,6,Typ,1,0,Attchd,1977.0,3,1.0,358.0,3,3,2,203,0,0,0,0,576,Gd,GdPrv,None,0,7,2008,WD,Normal,0.0,2214.0,1,1,2.0,7.0,203,12,3,130.0,6.693766937669377,0.0
1172,20,RL,76.0,9120,Pave,None,3,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,5,662.0,1,0.0,599.0,1261.0,GasA,4,Y,SBrkr,1261,0,0,1261,1.0,0.0,1,0,3,1,2,6,Typ,1,3,Attchd,1958.0,2,2.0,433.0,3,3,2,0,0,0,0,288,0,None,None,Shed,1400,11,2008,WD,Normal,0.0,2522.0,1,0,2.0,7.0,288,12,3,120.0,5.38370720188902,0.0
1173,160,FV,35.0,4017,Pave,Pave,2,Lvl,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,625.0,625.0,GasA,4,Y,SBrkr,625,625,0,1250,0.0,0.0,2,1,2,1,3,5,Typ,0,1,Detchd,2006.0,3,2.0,625.0,3,3,2,0,54,0,0,0,0,None,None,None,0,3,2008,WD,Normal,0.0,1875.0,0,0,2.5,7.5,54,12,3,114.77142857142857,3.2136,0.0
1174,50,RL,138.0,18030,Pave,None,2,Bnk,Inside,2,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,3,152.0,4,469.0,977.0,1598.0,GasA,2,Y,SBrkr,1636,971,479,3086,0.0,0.0,3,0,3,1,4,12,Maj1,1,4,None,0.0,0,0.0,0.0,1,1,2,122,0,0,0,0,0,None,MnPrv,None,0,3,2007,WD,Normal,0.0,4205.0,0,0,3.0,15.0,122,11,3,130.65217391304347,11.02078239608802,0.0
1175,70,RL,80.0,16560,Pave,None,2,Lvl,Inside,2,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,4,3,1,3,503.0,1,0.0,449.0,952.0,GasA,2,Y,SBrkr,1170,1175,0,2345,0.0,0.0,2,1,4,1,2,9,Typ,1,4,Detchd,1932.0,1,2.0,360.0,3,3,2,0,0,0,0,0,0,None,None,None,0,7,2006,WD,Normal,0.0,3297.0,0,0,2.5,11.5,0,14,3,207.0,10.823529411764707,0.0
1176,50,RL,85.0,10678,Pave,None,3,Lvl,Inside,2,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,3,2,PConc,4,3,1,6,700.0,1,0.0,983.0,1683.0,GasA,4,Y,SBrkr,2129,743,0,2872,0.0,0.0,2,1,4,1,3,9,Typ,1,3,Attchd,1992.0,3,2.0,541.0,3,3,2,0,33,0,0,0,0,None,None,None,0,4,2007,WD,Normal,0.0,4555.0,0,0,2.5,11.5,33,13,3,125.62352941176471,3.999250936329588,0.0
1177,20,RL,37.0,6951,Pave,None,2,Lvl,CulDSac,2,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,0.0,2,2,CBlock,3,3,1,5,658.0,1,0.0,218.0,876.0,GasA,2,Y,SBrkr,923,0,0,923,1.0,0.0,1,0,3,1,2,5,Typ,0,1,Attchd,1984.0,1,1.0,264.0,3,3,2,362,0,0,0,0,0,None,MnPrv,None,0,10,2008,WD,Normal,0.0,1799.0,0,0,2.0,6.0,362,10,3,187.86486486486487,5.855939342881213,0.0
1178,50,RM,60.0,3950,Pave,Grvl,3,Bnk,Inside,2,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,3,468.0,1,0.0,350.0,818.0,GasA,2,Y,SBrkr,818,406,0,1224,0.0,0.0,1,0,3,1,2,5,Typ,0,1,Detchd,1926.0,1,1.0,210.0,3,3,0,0,0,116,0,0,0,None,None,None,0,12,2009,WD,Normal,0.0,2042.0,0,0,1.0,6.0,116,14,1,65.83333333333333,3.842412451361868,0.0
1179,50,RL,54.0,7681,Pave,None,2,Lvl,FR2,2,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,731.0,731.0,GasA,4,Y,SBrkr,820,523,0,1343,0.0,0.0,1,1,3,1,2,7,Typ,1,4,Detchd,1921.0,1,1.0,186.0,2,3,2,192,0,102,0,0,0,None,None,None,0,7,2009,WD,Normal,0.0,2074.0,0,0,1.5,8.5,294,11,3,142.24074074074073,7.635188866799205,0.0
1180,20,RL,77.0,8335,Pave,None,3,Lvl,Corner,2,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,Slab,1,1,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,1124,0,0,1124,0.0,0.0,1,0,3,1,2,5,Min2,1,4,None,0.0,0,0.0,0.0,1,1,0,0,36,190,0,0,0,None,None,None,0,4,2006,WD,Normal,0.0,1124.0,1,0,1.0,6.0,226,10,3,108.24675324675324,7.415480427046264,0.0
1181,60,RL,82.0,11170,Pave,None,1,Lvl,Corner,2,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,Wood,4,3,1,2,1216.0,1,0.0,0.0,1216.0,GasA,4,Y,SBrkr,1298,1216,0,2514,0.0,0.0,2,1,4,1,2,8,Typ,0,1,Attchd,1990.0,3,2.0,693.0,3,3,2,0,0,0,0,0,0,None,GdPrv,None,0,4,2006,WD,Normal,0.0,3730.0,0,0,2.5,10.5,0,12,3,136.21951219512195,5.610246107483676,0.0
1182,120,RM,64.0,5587,Pave,None,2,HLS,Inside,1,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,4,2,PConc,5,3,4,6,1480.0,1,0.0,120.0,1600.0,GasA,4,Y,SBrkr,1652,0,0,1652,1.0,1.0,2,0,2,1,3,5,Typ,1,4,Attchd,2008.0,3,2.0,482.0,3,3,2,162,53,0,153,0,0,None,None,None,0,11,2008,New,Partial,186.0,3252.0,1,0,3.5,7.0,368,13,3,87.296875,2.6180880974695406,0.0
1184,30,RL,60.0,10800,Pave,Grvl,3,Lvl,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,0.0,2,2,BrkTil,3,3,1,3,821.0,1,0.0,299.0,1120.0,GasA,4,Y,SBrkr,1130,0,0,1130,1.0,0.0,1,0,2,1,2,5,Typ,1,4,Detchd,1970.0,1,2.0,720.0,3,3,2,229,0,0,0,0,0,None,None,None,0,6,2006,WD,Normal,0.0,2250.0,0,0,2.0,6.0,229,11,3,180.0,5.837837837837838,0.0
1185,20,RL,50.0,35133,Grvl,None,3,Lvl,Inside,1,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,2,2,CBlock,3,3,4,3,1159.0,1,0.0,413.0,1572.0,GasA,3,Y,SBrkr,1572,0,0,1572,1.0,0.0,1,1,3,1,2,5,Typ,2,3,2Types,1963.0,2,3.0,995.0,3,3,2,0,263,0,0,263,0,None,None,None,0,5,2007,WD,Normal,0.0,3144.0,1,0,2.5,6.5,526,9,3,702.66,13.686404363069732,0.0
1186,50,RL,60.0,9738,Pave,None,3,Lvl,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,3,BrkTil,3,3,1,4,392.0,1,0.0,392.0,784.0,GasA,3,Y,SBrkr,949,272,0,1221,1.0,0.0,1,0,4,1,2,7,Typ,0,1,Attchd,1965.0,1,1.0,392.0,3,3,2,0,0,236,0,0,0,None,None,None,0,3,2006,WD,Normal,0.0,2005.0,0,0,2.0,8.0,236,12,3,162.3,7.261744966442953,0.0
1187,190,RL,107.0,10615,Pave,None,2,Bnk,Corner,1,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,2,3,2,4,440.0,1,0.0,538.0,978.0,GasA,2,Y,SBrkr,1014,685,0,1699,1.0,0.0,2,0,3,2,2,7,Typ,0,1,CarPort,1920.0,1,2.0,420.0,2,2,2,0,74,0,0,0,0,None,None,None,0,8,2009,WD,Abnorml,0.0,2677.0,0,0,3.0,9.0,74,8,0,99.20560747663552,7.402370990237099,0.0
1188,20,RL,89.0,12461,Pave,None,3,Lvl,Corner,2,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,3,2,PConc,4,3,1,6,1456.0,1,0.0,168.0,1624.0,GasA,4,Y,SBrkr,1624,0,0,1624,1.0,0.0,2,0,2,1,3,5,Typ,1,2,Attchd,1994.0,2,3.0,757.0,3,3,2,0,114,192,0,0,0,None,GdPrv,None,0,7,2006,WD,Normal,0.0,3248.0,0,0,3.0,7.0,306,13,3,140.01123595505618,5.2335153296934065,0.0
1189,60,RL,68.0,8935,Pave,None,2,Lvl,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,3,2,PConc,4,3,1,1,0.0,1,0.0,831.0,831.0,GasA,4,Y,SBrkr,831,829,0,1660,0.0,0.0,2,1,3,1,3,7,Typ,0,1,Attchd,2002.0,2,2.0,493.0,3,3,2,144,68,0,0,0,0,None,None,None,0,7,2009,WD,Normal,0.0,2491.0,1,0,2.5,9.5,212,12,3,131.39705882352942,6.748489425981873,0.0
1190,60,RL,60.0,7500,Pave,None,3,Lvl,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,3,3,1,1,0.0,1,0.0,994.0,994.0,GasA,3,Y,SBrkr,1028,776,0,1804,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,1999.0,3,2.0,442.0,3,3,2,140,60,0,0,0,0,None,None,None,0,6,2010,WD,Normal,0.0,2798.0,1,0,2.5,9.5,200,12,3,125.0,5.1020408163265305,0.0
1191,190,RL,74.0,32463,Pave,None,3,Low,Inside,1,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,2,3,CBlock,3,3,3,4,1159.0,1,0.0,90.0,1249.0,GasA,4,Y,SBrkr,1622,0,0,1622,1.0,0.0,1,0,3,1,2,7,Typ,1,3,2Types,1975.0,3,4.0,1356.0,3,3,2,439,0,0,0,0,0,None,None,None,0,3,2007,WD,Normal,149.0,2871.0,0,0,2.0,8.0,439,8,3,438.68918918918916,10.900940228341168,0.0
1192,160,FV,24.0,2645,Pave,Pave,3,Lvl,Inside,2,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,3,2,PConc,4,3,1,1,0.0,1,0.0,776.0,776.0,GasA,4,Y,SBrkr,764,677,0,1441,0.0,0.0,2,1,2,1,3,5,Typ,0,1,Detchd,1999.0,1,2.0,492.0,3,3,2,206,0,0,0,0,0,None,None,None,0,11,2007,WD,Normal,0.0,2217.0,0,0,2.5,7.5,206,13,3,110.20833333333333,2.1058917197452227,0.0
1193,50,RM,60.0,9600,Pave,Grvl,3,Lvl,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,3,3,2,1,0.0,1,0.0,702.0,702.0,GasA,3,Y,SBrkr,842,630,0,1472,0.0,0.0,1,0,3,1,3,6,Typ,0,1,Detchd,1925.0,1,1.0,250.0,3,2,1,0,0,84,0,0,0,None,GdWo,None,0,7,2007,WD,Normal,0.0,2174.0,0,0,1.0,7.0,84,13,3,160.0,8.791208791208792,0.0
1194,120,RM,74.0,4500,Pave,None,3,Lvl,FR2,2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,2,2,PConc,5,3,1,6,883.0,1,0.0,341.0,1224.0,GasA,4,Y,SBrkr,1224,0,0,1224,1.0,0.0,2,0,2,1,2,5,Typ,0,1,Attchd,1999.0,3,2.0,402.0,3,3,2,0,304,0,0,0,0,None,None,None,0,6,2009,WD,Normal,0.0,2448.0,1,0,3.0,7.0,304,11,3,60.810810810810814,2.7675276752767526,0.0
1195,60,RL,80.0,9364,Pave,None,3,Lvl,Corner,2,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,2,2,CBlock,3,3,1,5,371.0,1,0.0,292.0,663.0,GasA,2,Y,SBrkr,663,689,0,1352,0.0,0.0,1,1,4,1,2,7,Typ,0,1,Attchd,1969.0,3,1.0,299.0,3,3,2,379,36,0,0,0,0,None,MnPrv,None,0,3,2010,WD,Normal,143.0,2015.0,1,0,1.5,8.5,415,13,3,117.05,9.733887733887734,0.0
1196,60,RL,51.0,8029,Pave,None,2,Lvl,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,728.0,728.0,GasA,4,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,3,8,Typ,0,1,Attchd,2005.0,3,2.0,400.0,3,3,2,100,24,0,0,0,0,None,None,None,0,7,2008,WD,Normal,0.0,2184.0,1,0,2.5,10.5,124,11,3,157.4313725490196,7.11790780141844,0.0
1197,60,RL,58.0,14054,Pave,None,2,Lvl,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,1,0.0,1,0.0,879.0,879.0,GasA,4,Y,SBrkr,879,984,0,1863,0.0,0.0,2,1,4,1,3,9,Typ,1,4,BuiltIn,2006.0,3,3.0,660.0,3,3,2,100,17,0,0,0,0,None,None,None,0,11,2006,New,Partial,0.0,2742.0,1,0,2.5,11.5,117,12,3,242.31034482758622,9.13190383365822,0.0
1198,75,RM,65.0,8850,Pave,None,2,Bnk,Corner,2,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,815.0,815.0,GasA,4,Y,SBrkr,815,875,0,1690,0.0,0.0,1,0,3,1,2,7,Typ,1,4,Detchd,1916.0,1,1.0,225.0,3,3,2,0,0,330,0,0,0,None,None,None,0,7,2006,ConLw,Normal,0.0,2505.0,0,0,1.0,8.0,330,13,3,136.15384615384616,8.509615384615385,0.0
1199,20,RL,70.0,9100,Pave,None,3,Lvl,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1212.0,1212.0,GasA,4,Y,SBrkr,1212,0,0,1212,0.0,0.0,2,0,3,1,3,6,Typ,0,1,Attchd,2001.0,2,2.0,573.0,3,3,2,356,0,0,0,0,0,None,None,None,0,6,2009,WD,Normal,0.0,2424.0,1,0,2.0,8.0,356,12,3,130.0,5.098039215686274,0.0
1200,20,RL,75.0,11235,Pave,None,3,Lvl,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,2,2,CBlock,3,3,1,3,547.0,1,0.0,504.0,1051.0,GasA,3,Y,SBrkr,1382,0,0,1382,0.0,0.0,1,1,3,1,2,6,Typ,1,0,Attchd,1974.0,1,2.0,459.0,3,3,2,0,82,0,0,0,0,None,None,None,0,10,2006,WD,Normal,0.0,2433.0,0,0,1.5,7.5,82,9,3,149.8,6.102661596958175,0.0
1201,20,RL,71.0,9353,Pave,None,3,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,864.0,864.0,GasA,3,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,2,5,Typ,0,1,Attchd,1972.0,1,1.0,280.0,3,3,2,0,0,0,0,0,0,None,None,Shed,0,7,2006,Oth,Abnorml,0.0,1728.0,1,0,1.0,6.0,0,9,3,131.73239436619718,8.1756993006993,0.0
1202,60,RL,80.0,10400,Pave,None,3,Lvl,Corner,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,3,1,0.0,1,0.0,866.0,866.0,GasA,4,Y,SBrkr,866,913,0,1779,0.0,0.0,2,1,3,1,3,6,Typ,0,1,Attchd,1998.0,2,2.0,546.0,3,3,2,198,36,0,0,0,0,None,None,None,0,3,2009,WD,Normal,0.0,2645.0,1,0,2.5,8.5,234,12,3,130.0,7.36543909348442,0.0
1203,50,RM,50.0,6000,Pave,None,3,Lvl,Corner,2,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,884.0,884.0,GasA,4,Y,SBrkr,884,464,0,1348,1.0,0.0,1,0,3,1,2,5,Typ,1,2,Detchd,1960.0,1,1.0,216.0,3,3,0,0,0,208,0,0,0,None,None,None,0,5,2009,WD,Normal,0.0,2232.0,0,0,2.0,6.0,208,13,3,120.0,5.454545454545454,0.0
1204,20,RL,75.0,9750,Pave,None,3,Lvl,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1630.0,1630.0,GasA,4,Y,SBrkr,1630,0,0,1630,0.0,0.0,2,0,3,1,3,6,Typ,1,3,Attchd,2000.0,1,2.0,451.0,3,3,2,74,234,0,0,0,0,None,None,None,0,10,2009,WD,Normal,0.0,3260.0,0,0,2.0,8.0,308,12,3,130.0,4.6852474771744355,0.0
1205,20,RL,78.0,10140,Pave,None,3,Lvl,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,4,3,1,5,788.0,1,0.0,268.0,1056.0,GasA,4,Y,SBrkr,1074,0,0,1074,1.0,0.0,1,1,3,1,2,6,Typ,0,1,Attchd,1975.0,2,2.0,495.0,3,3,2,0,88,0,0,0,0,None,MnPrv,None,0,7,2006,WD,Normal,0.0,2130.0,1,0,2.5,7.5,88,11,3,130.0,6.462715105162524,0.0
1206,20,RL,90.0,14684,Pave,None,2,Lvl,CulDSac,2,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,3,2,CBlock,4,3,2,5,485.0,4,177.0,1496.0,2158.0,GasA,3,Y,SBrkr,2196,0,0,2196,0.0,0.0,2,0,3,1,3,7,Typ,1,3,Attchd,1990.0,2,3.0,701.0,3,3,2,84,70,0,0,0,0,None,None,None,0,6,2009,WD,Normal,0.0,4354.0,0,0,2.0,9.0,154,14,3,163.15555555555557,5.0686917500862965,0.0
1207,20,RH,67.0,8900,Pave,None,3,Lvl,Inside,2,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,3,1056.0,1,0.0,0.0,1056.0,GasA,2,Y,SBrkr,1056,0,0,1056,1.0,0.0,1,0,2,1,2,5,Typ,0,1,Detchd,1966.0,1,1.0,384.0,3,3,2,0,42,0,0,0,0,None,MnPrv,None,0,11,2006,WD,Normal,0.0,2112.0,1,0,2.0,6.0,42,8,3,132.83582089552237,6.180555555555555,0.0
1208,20,RL,70.0,9135,Pave,None,3,Lvl,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,3,2,PConc,4,3,3,6,340.0,1,0.0,1342.0,1682.0,GasA,4,Y,SBrkr,1700,0,0,1700,1.0,0.0,2,0,3,1,3,7,Typ,0,1,Attchd,2003.0,2,2.0,544.0,3,3,2,192,23,0,0,0,0,None,None,None,0,5,2006,WD,Normal,0.0,3382.0,1,0,3.0,9.0,215,11,3,130.5,4.070855614973262,0.0
1209,20,RL,70.0,7763,Pave,None,3,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,1,3,504.0,4,108.0,319.0,931.0,GasA,2,Y,SBrkr,1283,0,0,1283,1.0,0.0,1,0,3,1,2,6,Typ,0,1,Detchd,1980.0,1,2.0,506.0,3,3,2,0,0,0,0,0,0,None,None,None,0,10,2008,WD,Normal,0.0,2214.0,0,0,2.0,7.0,0,12,3,110.9,4.339295695919508,0.0
1210,20,RL,85.0,10182,Pave,None,2,Lvl,CulDSac,2,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,3,2,PConc,5,3,2,6,1220.0,1,0.0,440.0,1660.0,GasA,4,Y,SBrkr,1660,0,0,1660,1.0,0.0,2,0,3,1,3,8,Typ,1,4,Attchd,2006.0,2,2.0,500.0,3,3,2,322,50,0,0,0,0,None,None,None,0,5,2006,New,Partial,420.0,3320.0,1,0,3.0,10.0,372,13,1,119.78823529411764,4.713888888888889,0.0
1211,60,RL,70.0,11218,Pave,None,3,Lvl,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1055.0,1055.0,GasA,4,Y,SBrkr,1055,790,0,1845,0.0,0.0,2,1,3,1,3,8,Typ,1,3,Attchd,1992.0,2,2.0,462.0,3,3,2,635,104,0,0,0,0,None,GdPrv,Shed,400,5,2010,WD,Normal,0.0,2900.0,1,0,2.5,10.5,739,11,3,160.25714285714287,7.3948582729070536,0.0
1212,50,RL,152.0,12134,Pave,None,2,Bnk,Inside,1,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,Wood,4,3,3,6,427.0,1,0.0,132.0,559.0,GasA,3,Y,SBrkr,1080,672,0,1752,0.0,0.0,2,0,4,1,2,8,Typ,0,1,Basment,1988.0,2,2.0,492.0,3,3,2,325,12,0,0,0,0,None,None,None,0,6,2010,WD,Normal,0.0,2311.0,0,0,2.0,10.0,337,15,3,79.82894736842105,7.71882951653944,0.0
1213,30,RL,50.0,9340,Pave,None,3,Lvl,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,3,344.0,1,0.0,328.0,672.0,GasA,2,Y,SBrkr,672,0,0,672,1.0,0.0,1,0,2,1,2,4,Typ,0,1,Attchd,1941.0,1,1.0,234.0,3,3,0,0,113,0,0,0,0,None,None,None,0,8,2009,WD,Normal,0.0,1344.0,0,0,2.0,5.0,113,10,3,186.8,10.309050772626932,0.0
1214,80,RL,72.0,10246,Pave,None,2,Lvl,CulDSac,2,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3,4,3,6,648.0,1,0.0,0.0,648.0,GasA,4,Y,SBrkr,960,0,0,960,1.0,1.0,0,0,0,1,2,3,Typ,0,1,Attchd,1965.0,1,1.0,364.0,3,3,2,88,0,0,0,0,0,None,None,None,0,5,2006,WD,Normal,0.0,1608.0,0,0,1.5,3.0,88,13,3,142.30555555555554,7.738670694864048,0.0
